,icao,iata,name,shortName,municipalityName,countryCode,lat,lon,from,averageDailyFlights,dist,co2KGPerPerson,percentageco2(%)
222,MPTO,PTY,"Tocumen, Tocumen",,Tocumen,PA,9.071359,-79.3835,JFK,3.0,3541.27,407.25,11.222903817854132
223,SBGR,GRU,"Guarulhos - Governador André Franco Montoro, São Paulo",Guarulhos - Governador André Franco Montoro,São Paulo,BR,-23.435556,-46.473057,JFK,3.0,7636.36,878.18,24.200686739749884
224,EBBR,BRU,"Brussels, Brussels",,Brussels,BE,50.9014,4.484439,JFK,2.86,5901.25,678.64,18.701808341187302
225,EDDF,FRA,"Frankfurt-am-Main, Frankfurt-am-Main",,Frankfurt-am-Main,DE,50.0264,8.543129,JFK,2.86,6204.53,713.52,19.663023528828187
226,LTFM,IST,"Istanbul, Istanbul",,Istanbul,TR,41.275276,28.751944,JFK,2.86,8046.86,925.39,25.50168929159984
227,KORH,ORH,"Worcester Regional, Worcester",Regional,Worcester,US,42.2673,-71.8757,JFK,2.86,240.57,27.67,0.7625236307919554
228,EGCC,MAN,"Manchester, Manchester",,Manchester,GB,53.3537,-2.27495,JFK,2.71,5376.23,618.27,17.03814547198201
229,MMSD,SJD,"Los Cabos, San José del Cabo",Los Cabos,San José del Cabo,MX,23.1518,-109.721,JFK,2.71,3875.26,445.65,12.28112237305511
230,SYCJ,GEO,"Cheddi Jagan, Georgetown",Cheddi Jagan,Georgetown,GY,6.498549,-58.2541,JFK,2.61,4085.97,469.89,12.949122836025728
231,OTHH,DOH,"Hamad, Doha",Hamad,Doha,QA,25.273056,51.608055,JFK,2.57,10789.32,1240.77,34.19286033168538
232,TTPP,POS,"Piarco, Port of Spain",Piarco,Port of Spain,TT,10.595399,-61.3372,JFK,2.57,3547.03,407.91,11.241091949271649
233,KPWM,PWM,"Portland  Jetport, Portland",Jetport,Portland,US,43.6462,-70.3093,JFK,2.57,439.94,50.59,1.3941478309275397
234,MSLP,SAL,"El Salvador, Santa Clara",El Salvador,Santa Clara,SV,13.440899,-89.0557,JFK,2.53,3361.97,386.63,10.654662499931106
235,LEBL,BCN,"Barcelona, Barcelona",,Barcelona,ES,41.2971,2.078459,JFK,2.43,6165.78,709.06,19.540115852885577
236,KMSY,MSY,"Louis Armstrong New Orleans, New Orleans",Louis Armstrong,New Orleans,US,29.9934,-90.258,JFK,2.37,1902.61,218.8,6.029641142655578
237,KBWI,BWI,"Baltimore/Washington  Thurgood Marshall, Baltimore",Washington  Thurgood Marshall,Baltimore,US,39.1754,-76.6683,JFK,2.29,295.89,34.03,0.9377910789971176
238,KRIC,RIC,"Richmond, Richmond",,Richmond,US,37.5052,-77.3197,JFK,2.29,463.75,53.33,1.4696561340851093
239,RJTT,HND,"Tokyo, Tokyo",,Tokyo,JP,35.5523,139.78,JFK,2.29,10899.02,1253.39,34.540639450608204
240,KMCI,MCI,"Kansas City, Kansas City",,Kansas City,US,39.2976,-94.7139,JFK,2.18,1790.55,205.91,5.674421424516499
241,TJBQ,BQN,"Rafael Hernandez, Aguadilla",Rafael Hernandez,Aguadilla,PR,18.4949,-67.1294,JFK,2.14,2536.07,291.65,8.037225042301184
242,KPDX,PDX,"Portland, Portland",,Portland,US,45.5887,-122.598,JFK,2.14,3949.16,454.15,12.515363459492827
243,KITH,ITH,"Ithaca Tompkins Regional, Ithaca",Tompkins Regional,Ithaca,US,42.491,-76.4584,JFK,2.02,303.59,34.91,0.9620419208871399
244,MBPV,PLS,"Providenciales, Providenciales Island",Providenciales,Providenciales Island,TC,21.7736,-72.2659,JFK,2.01,2096.87,241.14,6.645281833363646
245,KBGR,BGR,"Bangor, Bangor",,Bangor,US,44.8074,-68.8281,JFK,2.0,615.02,70.73,1.9491614169105533
246,OMDB,DXB,"Dubai, Dubai City",Dubai,Dubai City,AE,25.252798,55.3644,JFK,2.0,11021.67,1267.49,34.92920407634606
247,EIDW,DUB,"Dublin, Dublin",,Dublin,IE,53.4213,-6.27007,JFK,2.0,5116.41,588.39,16.21471915871625
248,VHHH,HKG,"Chek Lap Kok, Hong Kong",Chek Lap Kok,Hong Kong,HK,22.3089,113.915,JFK,2.0,12990.11,1493.86,41.167457574805574
249,PHNL,HNL,"Honolulu, Honolulu",,Honolulu,US,21.3187,-157.922,JFK,2.0,8019.78,922.27,25.41570903398976
250,KIAH,IAH,"George Bush Intercontinental Houston, Houston",George Bush Intercontinental,Houston,US,29.9844,-95.3414,JFK,2.0,2280.38,262.24,7.2267508832266865
251,TIST,STT,"Cyril E. King, Charlotte Amalie, Harry S. Truman Airport",Cyril E. King,"Charlotte Amalie, Harry S. Truman Airport",VI,18.3373,-64.9734,JFK,2.0,2612.17,300.4,8.278355572457658
252,VIDP,DEL,"Indira Gandhi, New Delhi",Indira Gandhi,New Delhi,IN,28.5665,77.1031,JFK,1.87,11776.62,1354.31,37.32177009099578
253,TNCM,SXM,"Princess Juliana, Saint Martin",Princess Juliana,Saint Martin,SX,18.041,-63.1089,JFK,1.87,2705.86,311.17,8.575152807861683
254,SEGU,GYE,"José Joaquín de Olmedo, Guayaquil",José Joaquín de Olmedo,Guayaquil,EC,-2.157419,-79.8836,JFK,1.86,4779.78,549.67,15.147682115555261
255,LPPT,LIS,"Lisbon Portela, Lisbon",Portela,Lisbon,PT,38.7813,-9.135919,JFK,1.86,5417.7,623.04,17.169596058135884
256,OMAA,AUH,"Abu Dhabi, Abu Dhabi Island and Internal Islands City",Abu Dhabi,Abu Dhabi Island and Internal Islands City,AE,24.433,54.6511,JFK,1.71,11051.24,1270.89,35.022900510921154
257,KMKE,MKE,"General Mitchell, Milwaukee",General Mitchell,Milwaukee,US,42.9472,-87.8966,JFK,1.71,1199.56,137.95,3.8015950440097668
258,TAPA,ANU,"V.C. Bird, St. George",V.C. Bird,St. George,AG,17.1367,-61.7927,JFK,1.57,2848.9,327.62,9.028478204555853
259,SAEZ,EZE,"Ministro Pistarini, Buenos Aires",Ministro Pistarini,Buenos Aires,AR,-34.8222,-58.5358,JFK,1.57,8500.46,977.55,26.93910282908117
260,TBPB,BGI,"Sir Grantley Adams, Bridgetown",Sir Grantley Adams,Bridgetown,BB,13.0746,-59.4925,JFK,1.43,3357.9,386.16,10.641710345739845
261,MWCR,GCM,"Owen Roberts, Georgetown",Owen Roberts,Georgetown,KY,19.2928,-81.3577,JFK,1.43,2474.6,284.58,7.842391573934754
262,BIKF,KEF,"Keflavik, Reykjavik",Keflavik,Reykjavik,IS,63.985,-22.6056,JFK,1.43,4172.18,479.8,13.22222038503723
263,TXKF,BDA,"L.F. Wade, Hamilton",L.F. Wade,Hamilton,BM,32.364,-64.6787,JFK,1.37,1226.65,141.06,3.887299723871096
264,LSGG,GVA,"Geneva Cointrin, Geneva",Cointrin,Geneva,CH,46.2381,6.10895,JFK,1.29,6217.53,715.02,19.704360191140726
265,MROC,SJO,"Juan Santamaria, San José",Juan Santamaria,San José,CR,9.99386,-84.2088,JFK,1.2,3547.93,408.01,11.243847726759151
266,GMMN,CMN,"Mohammed V, Casablanca",Mohammed V,Casablanca,MA,33.3675,-7.58997,JFK,1.14,5807.86,667.9,18.405837839029527
267,MRLB,LIR,"Daniel Oduber Quiros, Liberia",Daniel Oduber Quiros,Liberia,CR,10.593299,-85.5444,JFK,1.14,3524.91,405.36,11.170819623340334
268,KSRQ,SRQ,"Sarasota Bradenton, Sarasota/Bradenton",Sarasota Bradenton,Sarasota/Bradenton,US,27.3954,-82.5544,JFK,1.14,1675.88,192.73,5.311209951663663
269,MGGT,GUA,"La Aurora, Guatemala City",La Aurora,Guatemala City,GT,14.583299,-90.5275,JFK,1.12,3313.97,381.11,10.502543582620966
270,RCTP,TPE,"Taiwan Taoyuan, Taipei",Taiwan Taoyuan,Taipei,TW,25.0777,121.233,JFK,1.06,12565.61,1445.05,39.82236258315559
271,KSAT,SAT,"San Antonio, San Antonio",,San Antonio,US,29.5337,-98.4698,JFK,1.02,2553.97,293.71,8.093994058543737
272,SKRG,MDE,"Jose Maria Córdova, Rionegro",Jose Maria Córdova,Rionegro,CO,6.16454,-75.4231,JFK,1.02,3822.6,439.6,12.114397835061206
273,DGAA,ACC,"Kotoka, Accra",Kotoka,Accra,GH,5.605189,-0.166786,JFK,1.0,8224.96,945.87,26.06607252104036
274,HECA,CAI,"Cairo, Cairo",,Cairo,EG,30.1219,31.4056,JFK,1.0,9035.33,1039.06,28.634181561643985
275,SKCG,CTG,"Rafael Nuñez, Cartagena de Indias",Rafael Nuñez,Cartagena de Indias,CO,10.4424,-75.513,JFK,1.0,3350.31,385.29,10.617735081598573
276,KRFD,RFD,"Chicago Rockford, Chicago/Rockford",Chicago Rockford,Chicago/Rockford,US,42.1954,-89.0972,JFK,1.0,1290.48,148.41,4.0898493692025335
277,KAFW,AFW,"Fort Worth Alliance, Fort Worth",Alliance,Fort Worth,US,32.9876,-97.3188,JFK,1.0,2256.83,259.54,7.152344891064116
278,TGPY,GND,"Point Salines, St. George's",Point Salines,St. George's,GD,12.004199,-61.7862,JFK,1.0,3383.68,389.12,10.72328135936992
279,EFHK,HEL,"Helsinki Vantaa, Helsinki",Vantaa,Helsinki,FI,60.3172,24.9633,JFK,1.0,6625.35,761.92,20.996819832779423
280,KEGE,EGE,"Eagle County Regional, Eagle",County Regional,Eagle,US,39.6426,-106.918,JFK,1.0,2809.49,323.09,8.903641484371985
281,OKBK,KWI,"Kuwait, Kuwait City",Kuwait,Kuwait City,KW,29.2266,47.9689,JFK,1.0,10222.13,1175.54,32.39526667658746
282,MMMY,MTY,"General Mariano Escobedo, Monterrey",General Mariano Escobedo,Monterrey,MX,25.7785,-100.107,JFK,1.0,2938.17,337.89,9.311496552522364
283,VABB,BOM,"Chhatrapati Shivaji, Mumbai",Chhatrapati Shivaji,Mumbai,IN,19.0887,72.8679,JFK,1.0,12550.85,1443.35,39.77551436586804
284,EDDM,MUC,"Munich, Munich",,Munich,DE,48.3538,11.7861,JFK,1.0,6498.32,747.31,20.5942007418553
285,KSNA,SNA,"John Wayne -Orange County, Santa Ana",John Wayne -Orange County,Santa Ana,US,33.6757,-117.868,JFK,1.0,3949.55,454.2,12.516741348236579
286,CYUL,YUL,"Montréal Pierre Elliott Trudeau, Montréal",Pierre Elliott Trudeau,Montréal,CA,45.4706,-73.7408,JFK,1.0,536.51,61.7,1.700314709789073
287,KPSP,PSP,"Palm Springs, Palm Springs",,Palm Springs,US,33.8297,-116.507,JFK,1.0,3827.56,440.17,12.130105766739971
288,TJPS,PSE,"Mercedita, Ponce",Mercedita,Ponce,PR,18.0083,-66.563,JFK,1.0,2602.45,299.28,8.247490864597628
289,MTPP,PAP,"Toussaint Louverture, Port-au-Prince",Toussaint Louverture,Port-au-Prince,HT,18.58,-72.2925,JFK,1.0,2449.69,281.71,7.76330076004343
290,MDPP,POP,"Gregorio Luperon, Puerto Plata",Gregorio Luperon,Puerto Plata,DO,19.7579,-70.57,JFK,1.0,2335.23,268.55,7.400640442688096
291,MMPR,PVR,"Licenciado Gustavo Díaz Ordaz, Puerto Vallarta",Licenciado Gustavo Díaz Ordaz,Puerto Vallarta,MX,20.6801,-105.254,JFK,1.0,3707.58,426.37,11.74980847346462
292,KSMF,SMF,"Sacramento, Sacramento",,Sacramento,US,38.6954,-121.591,JFK,1.0,4057.36,466.6,12.858457756686894
293,SCEL,SCL,"Comodoro Arturo Merino Benítez, Santiago",Comodoro Arturo Merino Benítez,Santiago,CL,-33.393,-70.7858,JFK,1.0,8202.84,943.33,25.9960757728578
294,TLPL,UVF,"Hewanorra, Vieux Fort",Hewanorra,Vieux Fort,LC,13.7332,-60.9526,JFK,1.0,3232.92,371.79,10.245705120785727
295,WSSS,SIN,"Singapore Changi, Singapore",Changi,Singapore,SG,1.35019,103.994,JFK,1.0,15348.46,1765.07,48.64140169866125
296,EPWA,WAW,"Warsaw Chopin, Warsaw",Chopin,Warsaw,PL,52.1657,20.9671,JFK,1.0,6866.31,789.63,21.76044577456638
297,SPJC,LIM,"Jorge Chávez, Lima",Jorge Chávez,Lima,PE,-12.0219,-77.1143,JFK,0.9,5840.39,671.64,18.50890391706212
298,EDDB,BER,"Berlin Brandenburg, Berlin",Brandenburg,Berlin,DE,52.35139,13.493889,JFK,0.86,6407.66,736.88,20.306773149908786
299,EKCH,CPH,"Copenhagen Kastrup, Copenhagen",Kastrup,Copenhagen,DK,55.6179,12.656,JFK,0.86,6205.39,713.62,19.66577930631569
300,MMGL,GDL,"Don Miguel Hidalgo Y Costilla, Guadalajara",Don Miguel Hidalgo Y Costilla,Guadalajara,MX,20.5218,-103.311,JFK,0.86,3575.29,411.16,11.330654717615483
301,KONT,ONT,"Ontario, Ontario",,Ontario,US,34.056,-117.601,JFK,0.86,3909.76,449.62,12.390526739308962
302,KRNO,RNO,"Reno Tahoe, Reno",Tahoe,Reno,US,39.4991,-119.768,JFK,0.86,3879.91,446.19,12.296003571487626
303,RJAA,NRT,"Narita, Tokyo",Narita,Tokyo,JP,35.7647,140.386,JFK,0.86,10854.32,1248.25,34.398992487750576
304,GOBD,DSS,"Blaise Diagne, Dakar",Blaise Diagne,Dakar,SN,14.671111,-17.066944,JFK,0.71,6164.46,708.91,19.535982186654323
305,EGPH,EDI,"Edinburgh, Edinburgh",,Edinburgh,GB,55.95,-3.372499,JFK,0.71,5238.8,602.46,16.602457051207857
306,EBLG,LGG,"Liège, Liège",,Liège,BE,50.6374,5.44322,JFK,0.71,5974.95,687.12,18.935498272127514
307,ENGM,OSL,"Oslo Gardermoen, Oslo",Gardermoen,Oslo,NO,60.1939,11.100399,JFK,0.71,5933.05,682.3,18.802669797229893
308,KSLK,SLK,"Adirondack Regional, Saranac Lake",Adirondack Regional,Saranac Lake,US,44.3853,-74.2062,JFK,0.71,417.38,48.0,1.3227731940012235
309,CYVR,YVR,"Vancouver, Vancouver",,Vancouver,CA,49.1939,-123.184,JFK,0.71,3940.54,453.16,12.488081262366553
310,KHPN,HPN,"Westchester County, White Plains",Westchester County,White Plains,US,41.067,-73.7076,JFK,0.71,47.65,5.48,0.15101660631513972
311,TFFR,PTP,"Pointe-à-Pitre Le Raizet, Pointe-à-Pitre Le Raizet",,Pointe-à-Pitre Le Raizet,GP,16.2653,-61.5318,JFK,0.64,2948.85,339.12,9.345392615618644
312,LYBE,BEG,"Belgrade Nikola Tesla, Belgrade",Nikola Tesla,Belgrade,RS,44.8184,20.3091,JFK,0.57,7259.94,834.89,23.007710665410034
313,KBZN,BZN,"Gallatin Field, Bozeman",Gallatin Field,Bozeman,US,45.7775,-111.153,JFK,0.57,3061.37,352.06,9.701990222501475
314,KOKC,OKC,"Will Rogers World, Oklahoma City",Will Rogers World,Oklahoma City,US,35.3931,-97.6007,JFK,0.57,2163.94,248.85,6.857752277650094
315,CYHZ,YHZ,"Halifax / Stanfield, Halifax",Stanfield,Halifax,CA,44.8808,-63.5086,JFK,0.57,962.51,110.69,3.050370100916572
316,EDDP,LEJ,"Leipzig Halle, Leipzig",Halle,Leipzig,DE,51.4324,12.2416,JFK,0.57,6374.75,733.1,20.20260476088119
317,HKJK,NBO,"Jomo Kenyatta, Nairobi",Jomo Kenyatta,Nairobi,KE,-1.319239,36.9278,JFK,0.57,11844.26,1362.09,37.536169579523474
318,KMVY,MVY,"Martha's Vineyard, Martha's Vineyard",,Martha's Vineyard,US,41.3931,-70.6143,JFK,0.57,278.89,32.07,0.8837778402420676
319,EPRZ,RZE,"Rzeszów-Jasionka, Rzeszów",Jasionka,Rzeszów,PL,50.11,22.019,JFK,0.57,7048.63,810.59,22.338056735946914
320,CYYC,YYC,"Calgary, Calgary",,Calgary,CA,51.1139,-114.02,JFK,0.43,3285.06,377.78,10.41077619228713
321,CYHM,YHM,"John C. Munro Hamilton, Hamilton",John C. Munro,Hamilton,CA,43.1736,-79.935,JFK,0.43,582.94,67.04,1.8474732276217092
322,KISP,ISP,"Long Island Mac Arthur, Islip",Long Island Mac Arthur,Islip,US,40.7952,-73.1002,JFK,0.43,59.77,6.87,0.18932191339142515
323,OEJN,JED,"King Abdulaziz, Jeddah",King Abdulaziz,Jeddah,SA,21.6796,39.1565,JFK,0.43,10242.85,1177.93,32.46112975853878
324,KISO,ISO,"Kinston Regional Jetport At Stallings Field, Kinston",Regional Jetport At Stallings Field,Kinston,US,35.3314,-77.6088,JFK,0.43,678.51,78.03,2.150333173498239
325,RPLL,MNL,"Ninoy Aquino, Manila",Ninoy Aquino,Manila,PH,14.5086,121.02,JFK,0.43,13711.64,1576.84,43.45420173393519
326,NZAA,AKL,"Auckland, Auckland",,Auckland,NZ,-37.0081,174.792,JFK,0.43,14207.04,1633.81,45.024168168565396
327,OERK,RUH,"King Khaled, Riyadh",King Khaled,Riyadh,SA,24.9576,46.6988,JFK,0.43,10499.52,1207.44,33.27435969510078
328,TNCC,CUR,"Hato, Willemstad",Hato,Willemstad,CW,12.188899,-68.9598,JFK,0.43,3187.88,366.61,10.102955846933098
329,SBGL,GIG,"RIOgaleão – Tom Jobim, Rio de Janeiro",RIOgaleão – Tom Jobim,Rio de Janeiro,BR,-22.81,-43.250557,JFK,0.31,7702.86,885.83,24.411503717543834
330,DXXX,LFW,"Lomé-Tokoin, Lomé",Tokoin,Lomé,TG,6.165609,1.25451,JFK,0.29,8304.33,955.0,26.317675005649342
331,OJAI,AMM,"Queen Alia, Amman",Queen Alia,Amman,JO,31.7226,35.9932,JFK,0.29,9234.59,1061.98,29.265805761779575
332,KABQ,ABQ,"Albuquerque  Sunport, The Duke City",Albuquerque  Sunport,The Duke City,US,35.0402,-106.609,JFK,0.29,2937.94,337.86,9.310669819276113
333,KBUR,BUR,"Bob Hope, Burbank",Bob Hope,Burbank,US,34.2007,-118.359,JFK,0.29,3967.25,456.23,12.57268363123288
334,KSUA,SUA,"Witham Field, Stuart",Witham Field,Stuart,US,27.1817,-80.2211,JFK,0.29,1606.25,184.72,5.0904721749147095
335,LPMA,FNC,"Madeira, Funchal",Madeira,Funchal,PT,32.6979,-16.7745,JFK,0.29,5082.12,584.44,16.1058659479599
336,KGAI,GAI,"Montgomery County Airpark, Gaithersburg",Montgomery County Airpark,Gaithersburg,US,39.1683,-77.166,JFK,0.29,332.65,38.25,1.054084888969725
337,MUHA,HAV,"José Martí, Havana",José Martí,Havana,CU,22.9892,-82.4091,JFK,0.29,2118.35,243.61,6.7133495373049605
338,KHEF,MNZ,"Manassas Regional /Harry P. Davis Field, Manassas",Regional /Harry P. Davis Field,Manassas,US,38.7214,-77.5154,JFK,0.29,384.96,44.27,1.2199826937173788
339,LFMN,NCE,"Nice-Côte d'Azur, Nice",Côte d'Azur,Nice,FR,43.6584,7.215869,JFK,0.29,6423.39,738.69,20.35665272243258
340,LPPD,PDL,"João Paulo II, Ponta Delgada",João Paulo II,Ponta Delgada,PT,37.7412,-25.6979,JFK,0.29,4114.43,473.16,13.039236759867062
341,KNZY,NZY,"North Island Naval Air Station-Halsey Field, San Diego",North Island Naval Air Station-Halsey Field,San Diego,US,32.6992,-117.215,JFK,0.29,3940.11,453.11,12.4867033736228
342,ZSPD,PVG,"Shanghai Pudong, Shanghai",Pudong,Shanghai,CN,31.1434,121.805,JFK,0.29,11896.81,1368.13,37.70261853976863
343,UTTT,TAS,"Tashkent, Tashkent",,Tashkent,UZ,41.2579,69.2812,JFK,0.29,10200.42,1173.05,32.326647817148654
344,LOWW,VIE,"Schwechat, Vienna",Schwechat,Vienna,AT,48.1103,16.5697,JFK,0.29,6823.14,784.66,21.623483633437502
345,CYWG,YWG,"Winnipeg / James Armstrong Richardson, Winnipeg City",Winnipeg / James Armstrong Richardson,Winnipeg City,CA,49.91,-97.2399,JFK,0.29,2096.73,241.12,6.644730677866146
346,TKPK,SKB,"Robert L. Bradshaw, Basseterre",Robert L. Bradshaw,Basseterre,KN,17.3112,-62.7187,JFK,0.14,2795.93,321.53,8.860651355566945
347,KBVY,BVY,"Beverly Municipal, Beverly",Municipal,Beverly,US,42.5842,-70.9165,JFK,0.14,321.61,36.99,1.019362092627193
348,KBIS,BIS,"Bismarck Municipal, Bismarck",Municipal,Bismarck,US,46.7727,-100.746,JFK,0.14,2264.91,260.46,7.177698043949139
349,KCDW,CDW,"Essex County, Caldwell",Essex County,Caldwell,US,40.8752,-74.2814,JFK,0.14,49.81,5.73,0.15790605003389607
350,KCSG,CSG,"Columbus Metropolitan, Columbus",Metropolitan,Columbus,US,32.5163,-84.9389,JFK,0.14,1343.56,154.51,4.257951795940189
351,KAPA,APA,"Centennial, Denver",Centennial,Denver,US,39.5701,-104.849,JFK,0.14,2638.04,303.37,8.360202163836483
352,KDOV,DOV,"Dover Air Force Base, Dover",Air Force Base,Dover,US,39.1295,-75.466,JFK,0.14,221.4,25.46,0.701620948318149
353,ZGGG,CAN,"Guangzhou Baiyun, Guangzhou",Baiyun,Guangzhou,CN,23.3924,113.299,JFK,0.14,12877.68,1480.93,40.811135545671505
354,KBDL,BDL,"Bradley, Hartford",Bradley,Hartford,US,41.9389,-72.6832,JFK,0.14,170.82,19.64,0.5412346985455007
355,KJAC,JAC,"Jackson Hole, Jackson",Hole,Jackson,US,43.6073,-110.738,JFK,0.14,3048.52,350.58,9.661204715686436
356,KTYS,TYS,"McGhee Tyson, Knoxville",McGhee Tyson,Knoxville,US,35.811,-83.994,JFK,0.14,1041.86,119.81,3.301697007776804
357,KLNS,LNS,"Lancaster, Lancaster",,Lancaster,US,40.1217,-76.2961,JFK,0.14,221.46,25.47,0.7018965260668992
358,ELLX,LUX,"Luxembourg-Findel, Luxembourg",Findel,Luxembourg,LU,49.6266,6.21152,JFK,0.14,6069.09,697.95,19.23394897402404
359,KMCN,MCN,"Middle Georgia Regional, Macon",Middle Georgia Regional,Macon,US,32.6928,-83.6492,JFK,0.14,1246.09,143.3,3.9490291395911536
360,KMSN,MSN,"Dane County Regional Truax Field, Madison",Dane County Regional Truax Field,Madison,US,43.1399,-89.3375,JFK,0.14,1318.72,151.65,4.179136559797616
361,KMMU,MMU,"Morristown Municipal, Morristown",Municipal,Morristown,US,40.7994,-74.4149,JFK,0.14,56.6,6.51,0.17940111443641596
362,KPHL,PHL,"Philadelphia, Philadelphia",,Philadelphia,US,39.8719,-75.2411,JFK,0.14,150.96,17.36,0.4784029718304425
363,TVSV,SVD,"E. T. Joshua, Kingstown",E. T. Joshua,Kingstown,VC,13.1443,-61.2109,JFK,0.14,3284.6,377.73,10.40939830354338
364,TTCP,TAB,"Tobago-Crown Point, Scarborough",Tobago-Crown Point,Scarborough,TT,11.1497,-60.8322,JFK,0.14,3506.46,403.24,11.11239714060528
365,KSTL,STL,"Lambert St Louis, Saint Louis",Lambert St Louis,Saint Louis,US,38.7487,-90.37,JFK,0.14,1436.35,165.18,4.551993253856711
366,KTEB,TEB,"Teterboro, Teterboro",,Teterboro,US,40.8501,-74.0608,JFK,0.14,33.28,3.83,0.10554627777134763
367,KICT,ICT,"Wichita Mid Continent, Wichita",Mid Continent,Wichita,US,37.6499,-97.4331,JFK,0.14,2065.28,237.51,6.545247110567305
368,LEZG,ZAZ,"Zaragoza Air Base, Zaragoza",Air Base,Zaragoza,ES,41.6662,-1.04155,JFK,0.14,5913.25,680.02,18.739838070514836
